budget,id,language,popularity,release_date,revenue,runtime,status,title,vote_avg,vote_count,genres_1,genres_2,genres_3,genres_4,genres_5,pro_com_1,pro_com_2,pro_com_3,pro_com_4,pro_coun_1,pro_coun_2,pro_coun_3
18000000,848,English,3.258422,26-06-1981,14110013,01:48,Released,Dragonslayer,6.5,67,Fantasy,,,,,Paramount Pictures,Walt Disney Productions,,,,,
0,36811,English,3.659292,04-09-2009,0,01:52,Released,The Last Station,6.7,55,Drama,Romance,,,,Zephyr Films,Egoli Tossell Film,,,,,
18000000,522,English,24.548633,27-09-1994,5887457,02:07,Released,Ed Wood,7.3,630,Comedy,Drama,History,,,Touchstone Pictures,,,,,,
18000000,130150,English,17.683563,27-12-2013,20275812,01:51,Released,Labor Day,6.7,299,Drama,,,,,Mr. Mudd Production,Indian Paintbrush,Right of Way Films,,,,
18000000,12246,Russian,10.1449,20-09-2007,26527510,02:00,Released,Mongol: The Rise of Genghis Khan,6.5,158,History,,,,,Kinokompaniya CTB,X-Filme Creative Pool,Andreevsky Flag Film Company,Kinofabrika,,,
18000000,13809,English,31.887978,04-09-2008,25739015,01:54,Released,RockNRolla,6.9,836,Action,Crime,Thriller,,,StudioCanal,Dark Castle Entertainment,Toff Guy Films,Warner Bros.,,,
0,27380,English,1.110179,25-06-1982,0,01:39,Released,Megaforce,3.5,15,Adventure,Action,Science Fiction,,,Golden Harvest Company,Northshore Investments Ltd.,,,,,
0,10549,English,9.814785,25-12-1996,0,04:02,Released,Hamlet,7.3,117,Drama,,,,,Castle Rock Entertainment,Turner Pictures (I),,,,,
25000000,33870,English,1.876811,01-10-2009,20719451,01:57,Released,Mao's Last Dancer,6.8,28,Drama,Romance,,,,Great Scott Productions Pty. Ltd.,,,,,,
18000000,245703,English,32.717853,18-02-2016,6212282,01:52,Released,Midnight Special,6.2,694,Adventure,Drama,Science Fiction,,,Warner Bros.,Faliro House Productions,Tri-State Pictures,,,,
0,10739,English,8.945081,27-08-2003,0,01:48,Released,Anything Else,6.2,149,Comedy,Romance,,,,DreamWorks SKG,Granada Film Productions,Perdido Prod.,Canal+,,,
18000000,127560,English,13.916583,26-12-2013,22309223,01:56,Released,The Railway Man,6.7,273,Drama,History,,,,Archer Street Productions,Lionsgate,Pictures in Paradise,Silver Reel,,,
15238800,37903,German,17.94739,21-05-2009,0,02:24,Released,The White Ribbon,7.2,255,Crime,Drama,Mystery,,,Les Films du Losange,Wega Film,Lucky Red,X-Filme Creative Pool,,,
0,396152,English,2.525569,03-05-2016,0,01:30,Released,Restoration,5.3,11,Horror,,,,,[],,,,,,
2700000,10017,English,10.47644,21-11-1986,3500000,01:33,Released,The Wraith,5.9,108,Romance,Science Fiction,Horror,Action,Crime,New Century Entertainment Corporation,Alliance Entertainment,Turbo Productions,,,,
18000000,11468,English,10.991281,01-01-2002,676698,01:43,Released,Salton Sea,7,104,Drama,Mystery,Thriller,,,Castle Rock Entertainment,Darkwoods Productions,,,,,
18000000,193613,English,7.871686,25-09-2013,7972967,01:33,Released,Metallica: Through the Never,6.7,83,Music,,,,,Exclusive Media Group,Picturehouse Entertainment,,,,,
18000000,17436,English,6.333869,05-11-2008,382174,01:38,Released,The Informers,4.4,60,Drama,,,,,Senator Entertainment Co,,,,,,
18000000,43434,English,1.138383,19-05-2010,871279,05:38,Released,Carlos,6.7,50,Crime,Drama,Thriller,History,,Egoli Tossell Film AG,Canal+,Arte France,Films en Stock,,,
18000000,31166,English,8.266124,14-05-2009,0,01:54,Released,I Come with the Rain,5.6,20,Thriller,Drama,,,,Central-Europa Film,Canal+,TF1 International,Morena Films,,,
0,69848,English,0.910529,02-08-1999,0,02:01,Released,One Man's Hero,9.3,2,Western,Action,Drama,History,,Filmax,Silver Lion Films,Televisa S.A. de C.V.,Arco Films S.L,,,
3500000,8408,English,18.025206,19-07-1985,34000000,01:36,Released,Day of the Dead,6.9,270,Horror,Science Fiction,,,,Dead Films,Laurel Entertainment,Toei,,,,
18000000,332411,English,10.144222,14-04-2016,0,01:32,Released,I Am Wrath,4.5,179,Action,Crime,Drama,Thriller,,Patriot Pictures,Vallelonga Productions,Vengeance is Mine Productions,Hannibal Classics,,,
18000000,9389,French,9.244181,16-03-2006,1831348,01:45,Released,Renaissance,6.7,77,Action,Animation,Science Fiction,,,Onyx Films,Backup Films,France2 Cin\u00e9ma,Centre National de la Cin\u00e9matographie (CNC),,,
17900000,9626,English,12.752463,09-04-1985,6948633,01:29,Released,Red Sonja,5,206,Adventure,Fantasy,Action,,,Famous Films (II),Metro-Goldwyn-Mayer (MGM),Dino De Laurentiis Company,,,,
14000000,75638,English,22.748174,02-03-2012,13551174,01:59,Released,Red Lights,6,376,Thriller,,,,,First Generation Films,Antena 3 Films,Televisi\u00f3 de Catalunya TV3,Canal+ Espa\u00f1a,,,
20000000,8363,English,33.436092,17-08-2007,121463226,01:53,Released,Superbad,7,2100,Comedy,,,,,Columbia Pictures,Apatow Productions,,,,,
0,15670,English,3.107371,16-02-2009,90508336,01:43,Released,Madea Goes to Jail,6.4,52,Comedy,Crime,Drama,,,Lions Gate Films,"Tyler Perry Company, The",,,,,
18000000,290555,English,7.922639,28-08-2014,0,01:30,Released,Wolves,5.7,82,Horror,Action,,,,Copperheart Entertainment,Entertainment One,Dark Hero Studios,,,,
23000000,8328,English,28.973074,14-02-2008,150816700,01:38,Released,Step Up 2: The Streets,6.5,640,Music,Drama,Romance,,,Summit Entertainment,Offspring Entertainment,Touchstone Pictures,,,,
15000000,10982,English,23.980329,16-12-2005,51053787,01:20,Released,Hoodwinked!,5.9,479,Animation,Comedy,Family,,,The Weinstein Company,Kanbar Entertainment,Blue Yonder Films,,,,
17500000,205,English,28.60542,11-09-2004,38000000,02:01,Released,Hotel Rwanda,7.5,793,Drama,History,War,,,Lions Gate Films,United Artists,Industrial Development Corporation of South Africa,Endgame Entertainment,,,
24000000,1620,English,42.669304,21-11-2007,99965753,01:29,Released,Hitman,5.9,966,Action,Crime,Drama,Thriller,,Twentieth Century Fox Film Corporation,Dune Entertainment,Anka Film,EuropaCorp,,,
17500000,175541,English,7.180403,27-11-2013,7018189,01:33,Released,Black Nativity,5.8,16,Drama,Music,,,,Fox Searchlight Pictures,Malvern Pictures,,,,,
18000000,241254,English,21.638673,22-08-2014,266586800,01:33,Released,The Prince,4.6,218,Thriller,Action,,,,Grindstone Entertainment Group,Emmett/Furla Films,Oasis Films,Aperture Entertainment,,,
0,31932,English,2.64486,01-01-2002,0,01:56,Released,City of Ghosts,5.4,18,Thriller,,,,,[],,,,,,
0,1933,English,25.881355,02-08-2001,0,01:41,Released,The Others,7.4,1660,Horror,Drama,Mystery,Thriller,,Cruise/Wagner Productions,Canal Plus,Sogecine,Las Producciones del Escorpion,,,
18500000,679,English,67.66094,18-07-1986,183316455,02:17,Released,Aliens,7.7,3220,Horror,Action,Thriller,Science Fiction,,Twentieth Century Fox Film Corporation,SLM Production Group,Brandywine Productions,,,,
17000000,11113,English,20.786616,21-10-1964,72070731,02:50,Released,My Fair Lady,7.4,352,Drama,Family,Music,Romance,,Warner Bros.,,,,,,
17000000,3597,English,27.654472,17-10-1997,125586134,01:40,Released,I Know What You Did Last Summer,5.6,687,Horror,Thriller,Mystery,,,Columbia Pictures Corporation,Mandalay Entertainment,Summer Knowledge LLC,,,,
17000000,193893,English,70.668923,13-08-2014,136621271,01:44,Released,Let's Be Cops,6.4,1219,Comedy,,,,,Twentieth Century Fox Film Corporation,WideAwake,Genre Films,,,,
16000000,9675,English,23.425431,22-10-2004,109502303,02:06,Released,Sideways,6.9,478,Comedy,Drama,Romance,,,Fox Searchlight Pictures,Michael London Productions,Sideways Productions Inc.,,,,
17500000,9988,English,14.304444,25-08-2006,19179969,01:50,Released,Beerfest,5.8,172,Comedy,,,,,Broken Lizard Industries,,,,,,
300000,948,English,30.301307,25-10-1978,70000000,01:31,Released,Halloween,7.4,1035,Horror,Thriller,,,,Compass International Pictures,Falcon International Productions,,,,,
17000000,21765,English,3.56033,10-10-2003,0,01:27,Released,Good Boy!,4.7,30,Comedy,Family,Science Fiction,,,Jim Henson Pictures,Metro-Goldwyn-Mayer (MGM),,,,,
17000000,146304,English,7.210095,15-11-2013,71625195,02:03,Released,The Best Man Holiday,6.7,110,Comedy,,,,,Universal,,,,,,
17000000,7516,English,23.491962,09-12-2006,57103895,01:49,Released,Smokin' Aces,6.4,534,Action,Comedy,Crime,Thriller,,Universal Pictures,StudioCanal,Relativity Media,Scion Films,,,
20000000,41439,English,36.133536,21-10-2010,136150434,01:30,Released,Saw: The Final Chapter,5.8,730,Horror,Crime,,,,Lionsgate,Twisted Pictures,Serendipity Productions,,,,
17000000,2752,English,14.18136,01-03-2002,0,01:34,Released,40 Days and 40 Nights,5.2,297,Comedy,Romance,,,,Miramax Films,Universal Pictures,Working Title Films,,,,
17000000,9429,English,12.709227,01-10-1998,30331165,01:21,Released,A Night at the Roxbury,5.9,198,Comedy,,,,,Paramount Pictures,SNL Studios,,,,,
17000000,38117,English,24.054062,21-01-2011,43165571,01:26,Released,Beastly,6,849,Drama,Fantasy,Romance,,,CBS Films,Mel's Cite du Cinema,Storefront Films,,,,
15000000,9792,English,35.107857,10-03-2006,69623713,01:47,Released,The Hills Have Eyes,6.1,705,Horror,Thriller,,,,Fox Searchlight Pictures,Dune Entertainment,Major Studio Partners,Craven-Maddalena Films,,,
0,13778,English,10.149569,05-09-2003,0,01:38,Released,Dickie Roberts: Former Child Star,5.1,64,Comedy,,,,,Paramount Pictures,Happy Madison Productions,,,,,
0,228203,English,14.023082,20-02-2015,45710059,02:08,Released,"McFarland, USA",7.4,213,Drama,,,,,Walt Disney Pictures,Mayhem Pictures,,,,,
0,41382,English,9.054803,20-08-2010,0,01:39,Released,Lottery Ticket,5.6,54,Comedy,,,,,Cube Vision,Sweepstake Productions,,,,,
20000000,13960,English,5.422285,31-03-2006,21170563,01:45,Released,ATL,6,32,Drama,,,,,Warner Bros.,,,,,,
17000000,114150,English,32.746486,28-09-2012,115350426,01:52,Released,Pitch Perfect,7.3,2247,Comedy,Music,Romance,,,Brownstone Productions,,,,,,
34000000,26602,English,3.960098,22-08-2001,19693891,01:48,Released,Summer Catch,4.8,63,Drama,Comedy,Romance,,,Tollin/Robbins Productions,Warner Bros.,,,,,
0,10223,English,10.178917,11-12-1998,0,02:01,Released,A Simple Plan,6.9,187,Drama,Crime,Thriller,,,Paramount Pictures,,,,,,
17000000,16028,English,4.544216,01-11-2002,0,01:29,Released,They,4.6,74,Horror,Thriller,,,,Dimension Films,Focus Features,Good Machine,Radar Pictures,,,
0,15639,English,2.184708,24-03-2006,0,01:29,Released,Larry the Cable Guy: Health Inspector,3.3,17,Comedy,,,,,Parallel Pictures,,,,,,
0,16112,English,3.09159,01-10-1999,0,01:13,Released,The Adventures of Elmo in Grouchland,6.3,14,Family,,,,,Columbia Pictures,Children's Television Workshop,Jim Henson Pictures,,,,
17000000,26390,English,18.790102,16-01-2009,29536299,02:13,Released,Brooklyn's Finest,6.2,293,Crime,Drama,Thriller,,,Nu Image Films,Langley Productions,Thunder Road Productions,Fuqua Films,,,
17000000,27759,English,3.321095,06-05-1963,10000000,02:34,Released,55 Days at Peking,6.3,36,Action,Drama,History,,,Allied Artists Pictures,Samuel Bronston Productions,,,,,
17000000,109428,English,33.912116,05-04-2013,97542952,01:31,Released,Evil Dead,6.4,1723,Horror,,,,,TriStar Pictures,Ghost House Pictures,FilmDistrict,,,,
17000000,23049,English,5.787891,06-02-2009,20455276,01:35,Released,My Life in Ruins,5.6,101,Comedy,Romance,,,,Fox Searchlight Pictures,26 Films,,,,,
17000000,9310,English,7.864011,04-03-2006,7314027,01:47,Released,American Dreamz,4.9,95,Comedy,Drama,Family,,,Universal Pictures,Depth of Field,,,,,
17000000,11411,English,17.062117,23-07-1987,19300000,01:30,Released,Superman IV: The Quest for Peace,4.1,318,Action,Adventure,Science Fiction,,,Cannon Films,Warner Bros.,London-Cannon Films,Golan-Globus Productions,,,
0,16988,English,1.782666,25-01-2008,0,01:34,Released,How She Move,3,6,Drama,,,,,MTV Films,T\u00e9l\u00e9film Canada,Celluloid Dreams,Astral Media,,,
17000000,7304,English,19.311572,06-01-2006,9500000,02:02,Released,Running Scared,7,331,Action,Crime,Drama,Thriller,,International Production Company,True Grit Productions,Zero Gravity Management,Pierce/Williams Entertainment,,,
0,24747,English,2.897449,30-04-2004,0,02:00,Released,Bobby Jones: Stroke of Genius,5.5,19,Drama,,,,,Dean River Productions,Bobby Jones Films LLC,LIFE(n),McDongall Films,,,
17000000,58048,English,0.138564,29-08-1986,0,01:37,Released,Shanghai Surprise,2.9,15,Adventure,,,,,HandMade Films,"Vista Organisation, The",,,,,
40000000,1491,English,36.960953,18-08-2006,86915017,01:50,Released,The Illusionist,7.1,1615,Fantasy,Drama,Thriller,Romance,,Michael London Productions,Stillking Films,Bob Yari Productions,Bull's Eye Entertainment,,,
17000000,2989,English,1.15641,12-11-1981,2000000,01:42,Released,Roar,5.6,19,Adventure,Thriller,,,,American Filmworks,,,,,,
17000000,10629,English,9.583578,11-07-2003,1569918,01:38,Released,Veronica Guerin,6.8,59,Drama,Crime,Thriller,,,Jerry Bruckheimer Films,Touchstone Pictures,,,,,
17000000,255343,English,25.112567,11-10-2014,3758328,02:00,Released,Escobar: Paradise Lost,6.1,271,Thriller,Romance,,,,Nexus Factory,uFilm,Jaguar Films,Umedia,,,
17000000,4723,English,9.349386,15-05-2006,374743,02:24,Released,Southland Tales,5.2,153,Action,Adventure,Comedy,Drama,Science Fiction,Universal Pictures,Destination Films,Persistent Entertainment,Wild Bunch,,,
15000000,10800,French,8.884405,19-03-2008,0,01:20,Released,Dragon Hunters,6.5,129,Animation,Family,,,,Futurikon,,,,,,
17000000,25763,English,2.215261,10-09-1977,8720000,01:31,Released,Damnation Alley,5,27,Action,Adventure,Science Fiction,,,Twentieth Century Fox Film Corporation,,,,,,
17000000,79694,English,6.385234,23-08-2012,9627492,01:22,Released,The Apparition,4.5,140,Horror,Thriller,,,,StudioCanal,Dark Castle Entertainment,Warner Bros.,Studio Babelsberg Motion Pictures,,,
16500000,4032,English,20.935169,27-11-1991,0,01:42,Released,My Girl,7,428,Comedy,Drama,Family,,,Columbia Pictures,Imagine Entertainment,,,,,
16800000,18615,English,4.358255,30-08-2006,2281089,02:02,Released,Fur: An Imaginary Portrait of Diane Arbus,5.8,73,Drama,Mystery,Romance,,,River Road Entertainment,Edward R. Pressman Film,Iron Film,,,,
15000000,10673,English,24.898687,10-12-1987,43848069,02:06,Released,Wall Street,7,546,Crime,Drama,,,,Twentieth Century Fox Film Corporation,,,,,,
16500000,4584,English,20.898711,13-12-1995,135000000,02:16,Released,Sense and Sensibility,7.2,352,Drama,Romance,,,,Columbia Pictures Corporation,Mirage Enterprises,,,,,
16500000,2977,English,18.236284,02-03-2007,37311672,02:00,Released,Becoming Jane,6.9,317,Drama,Romance,,,,Ecosse Films,2 Entertain,Bueprint Pictures,,,,
16500000,10760,English,10.74648,21-09-2007,13620075,01:48,Released,Sydney White,6,236,Comedy,,,,,Morgan Creek Productions,Clifford Werber Productions,SW7D Productions,,,,
16500000,11093,English,12.102725,19-12-2003,16942795,02:06,Released,House of Sand and Fog,7,199,Drama,,,,,DreamWorks SKG,Cobalt Media Group,Bisgrove Entertainment,,,,
16400000,207,English,55.458584,02-06-1989,235860116,02:09,Released,Dead Poets Society,8.1,2705,Drama,,,,,Touchstone Pictures,Silver Screen Partners IV,,,,,
16000000,8467,English,35.777067,16-12-1994,247275374,01:47,Released,Dumb and Dumber,6.5,1859,Comedy,,,,,New Line Cinema,Motion Picture Corporation of America (MPCA),,,,,
16000000,639,English,18.430419,21-07-1989,92823546,01:36,Released,When Harry Met Sally...,7.3,950,Comedy,Romance,Drama,,,Castle Rock Entertainment,Nelson Entertainment,,,,,
16000000,24226,English,7.980632,08-12-1982,53977250,02:09,Released,The Verdict,7.4,131,Drama,,,,,Twentieth Century Fox Film Corporation,,,,,,
16000000,9285,English,14.759948,19-05-2000,119754278,01:33,Released,Road Trip,5.9,542,Comedy,Adventure,,,,DreamWorks SKG,The Montecito Picture Company,,,,,
0,14709,English,9.229999,15-01-1999,0,01:46,Released,Varsity Blues,6,122,Comedy,Drama,Romance,,,Paramount Pictures,MTV Films,,,,,
15000000,74643,English,29.943316,15-05-2011,133432856,01:40,Released,The Artist,7.3,1049,Drama,Comedy,Romance,,,France 3 Cin\u00e9ma,La Petite Reine,Studio 37,uFilm,,,
16000000,13788,English,15.788784,09-01-2009,76514050,01:27,Released,The Unborn,4.8,365,Horror,Thriller,Mystery,,,Rogue Pictures,Phantom Four,Platinum Dunes,Relativity Media,,,
16000000,83666,English,41.083914,16-05-2012,68263166,01:34,Released,Moonrise Kingdom,7.6,1662,Comedy,Drama,Romance,,,Scott Rudin Productions,Indian Paintbrush,Focus Features,American Empirical Pictures,,,
16000000,10781,English,21.380635,06-10-2006,0,01:31,Released,The Texas Chainsaw Massacre: The Beginning,5.9,402,Horror,,,,,New Line Cinema,Next Entertainment,Platinum Dunes,Vortex/Henkel/Hooper,,,
18500000,318850,English,1.884558,10-03-2016,6490401,02:00,Released,The Young Messiah,6.4,30,Drama,,,,,Focus Features,,,,,,
0,13908,English,4.382761,02-08-2002,0,01:20,Released,The Master of Disguise,3.7,78,Comedy,Family,,,,Columbia Pictures,Revolution Studios,Happy Madison Productions,,,,
19000000,1417,Spanish,90.809408,27-05-2006,83258226,01:58,Released,Pan's Labyrinth,7.6,3041,Fantasy,Drama,War,,,Estudios Picasso,Esperanto Filmoj,Tequila Gang,,,,
0,39180,English,6.579017,02-03-2001,0,01:34,Released,See Spot Run,4.8,44,Action,Comedy,Family,,,Village Roadshow Pictures,NPV Entertainment,Robert Simonds Productions,Warner Bros.,,,
16000000,16161,English,7.854989,27-06-2001,29381649,02:10,Released,Baby Boy,7.4,55,Crime,Drama,Romance,,,Columbia Pictures,New Deal Productions,,,,,
16000000,49950,English,11.807269,04-02-2011,40492759,01:31,Released,The Roommate,5.3,224,Thriller,Drama,Horror,,,Vertigo Entertainment,Screen Gems,,,,,
17700000,10956,English,15.976335,10-04-2001,30987695,01:31,Released,Joe Dirt,5.5,242,Mystery,Adventure,Comedy,Romance,Drama,Columbia Pictures,Happy Madison Productions,,,,,
15000000,9594,English,10.484642,10-08-1991,30102717,01:50,Released,Double Impact,5.3,215,Thriller,Action,Crime,Drama,,Stone Group Pictures,,,,,,
12000000,4638,English,38.623178,14-02-2007,80573774,02:01,Released,Hot Fuzz,7.4,2199,Crime,Action,Comedy,,,Universal Pictures,Big Talk Productions,StudioCanal,GAGA,,,
16000000,13972,English,8.8321,12-09-2008,50007546,01:54,Released,The Women,4.6,96,Comedy,Drama,Romance,,,New Line Cinema,,,,,,
15000000,5038,English,32.758254,15-08-2008,96408652,01:36,Released,Vicky Cristina Barcelona,6.7,1020,Drama,Romance,,,,The Weinstein Company,Gravier Productions,Antena 3 Films,Televisi\u00f3 de Catalunya (TV3),,,
25000000,13491,Swedish,6.091033,17-12-2007,0,02:19,Released,Arn: The Knight Templar,6.4,76,Action,Adventure,Drama,Romance,,Danmarks Radio (DR),Telepool,AMC Pictures,TV4 Sweden,,,
16000000,10571,English,9.119797,16-06-2000,20627372,01:34,Released,Boys and Girls,5.4,103,Comedy,Drama,Romance,,,Punch 21 Productions,,,,,,
0,10994,English,9.423866,11-10-2002,0,01:49,Released,White Oleander,7.2,108,Drama,,,,,Pandora Filmproduktion,John Wells Productions,Gaylord Films,Warner Bros.,,,
16000000,19994,English,32.257414,18-09-2009,31556061,01:40,Released,Jennifer's Body,5.3,837,Comedy,Horror,,,,Dune Entertainment,Fox Atomic,,,,,
16000000,25166,English,3.021835,03-03-2000,15427192,01:36,Released,Drowning Mona,5.4,43,Comedy,Crime,Mystery,,,Code Entertainment,Neverland Films,,,,,
16000000,30890,English,7.612849,30-01-1987,0,01:30,Released,Radio Days,7,127,Comedy,Drama,,,,Orion Pictures,,,,,,
20000000,23169,English,36.764666,12-03-2010,0,01:53,Released,Remember Me,6.9,948,Drama,Romance,,,,Summit Entertainment,,,,,,
0,17403,English,3.199784,18-07-2003,0,01:39,Released,How to Deal,5.7,42,Drama,Comedy,Romance,,,Golden Mean,Focus Features,Radar Pictures,,,,
20000000,12120,English,9.455596,09-12-1988,13854000,01:48,Released,My Stepmother is an Alien,5.3,131,Comedy,Science Fiction,,,,Weintraub Entertainment Group,The Catalina Production Group,,,,,
26000000,9800,English,44.301745,22-12-1993,206678440,02:05,Released,Philadelphia,7.6,988,Drama,,,,,TriStar Pictures,Clinica Estetico,,,,,
16000000,1090,English,19.890428,16-04-1999,18564088,01:40,Released,The Thirteenth Floor,6.8,378,Thriller,Science Fiction,Mystery,,,Columbia Pictures,Centropolis Film Productions,,,,,
16000000,18475,English,0.830596,03-09-2004,12,01:37,Released,The Cookout,4.6,10,Comedy,Drama,,,,Cookout Productions,,,,,,
0,40160,English,2.637355,19-10-1979,0,01:47,Released,Meteor,5.1,36,Action,Science Fiction,Thriller,,,Palladium Productions,American International Pictures (AIP),Meteor Joint Venture,,,,
0,18074,English,2.25453,09-09-2000,0,01:52,Released,Duets,5.5,34,Comedy,Drama,Music,,,Hollywood Pictures,Beacon Pictures,Seven Arts Pictures,,,,
16000000,9689,English,8.711782,03-05-2002,0,01:52,Released,Hollywood Ending,6.4,113,Comedy,Drama,,,,DreamWorks SKG,,,,,,
6500000,9781,English,5.700333,13-08-1999,4217115,01:35,Released,Detroit Rock City,6.7,100,Comedy,Music,,,,New Line Cinema,Base 12 Productions,Corrupter Production Service Ltd.,Takoma Entertainment,,,
16000000,8009,English,29.253833,07-03-1986,5900000,01:56,Released,Highlander,6.8,624,Adventure,Action,Fantasy,,,Davis-Panzer Productions,Thorn EMI Screen Entertainment,,,,,
16000000,3877,English,8.842869,26-09-2007,2849142,01:53,Released,Things We Lost in the Fire,6.7,90,Drama,,,,,DreamWorks SKG,Neal Street Productions,DreamWorks Pictures,Province of British Columbia Production Services Tax Credit,,,
16000000,8854,English,2.848727,15-08-1997,1686429,01:37,Released,Steel,4.3,48,Science Fiction,Action,Adventure,,,Quincy Jones-David Salzman Entertainment,Warner Bros.,DC Entertainment,,,,
16000000,152599,English,13.832464,03-07-2013,5867686,01:57,Released,The Immigrant,6.2,250,Drama,Romance,,,,Kingsgate Films,Worldview Entertainment,,,,,
0,18840,English,4.488547,30-10-2005,0,02:15,Released,The White Countess,6.9,21,Drama,History,Family,Romance,,Sony Pictures Classics,Shanghai Film Group,Merchant Ivory Productions,,,,
20000000,68727,English,38.802415,27-03-2013,24261569,01:41,Released,Trance,6.5,956,Thriller,Crime,Drama,Mystery,,Cloud Eight Films,Path\u00e9,Decibel Films,Film4,,,
16000000,12657,English,9.400404,28-05-2004,14822346,01:26,Released,Soul Plane,4.7,108,Romance,Comedy,,,,Metro-Goldwyn-Mayer (MGM),,,,,,
11000000,8265,French,18.923181,09-01-2008,53191886,01:46,Released,Welcome to the Sticks,6.8,615,Comedy,,,,,Centre National de la Cin\u00e9matographie,TF1 Films Productions,Path\u00e9 Renn Productions,Hirsch,,,
0,12410,English,2.397987,11-12-2008,0,01:36,Released,Good,6.3,29,Drama,,,,,[],,,,,,
13000000,34647,English,20.39955,05-05-2009,754249,02:41,Released,Enter the Void,7.2,387,Fantasy,Drama,,,,BIM Distribuzione,Wild Bunch,,,,,
16000000,73935,English,7.251897,25-08-2012,0,01:33,Released,Vamps,4.8,91,Comedy,Romance,Horror,,,Lucky Monkey Pictures,Red Hour Films,,,,,
16000000,28178,English,43.217089,13-06-2009,47801389,01:33,Released,Hachi: A Dog's Tale,7.7,1717,Drama,Family,,,,Grand Army Entertainment,Scion Films,Inferno Distribution,Stage 6 Films,,,
16000000,185567,English,14.529496,04-12-2013,0,01:50,Released,Zulu,6.7,172,Crime,Drama,Thriller,,,Eskwad,M6 Films,Canal+,Path\u00e9,,,
16000000,264656,English,20.59148,18-05-2014,3442853,02:02,Released,The Homesman,6.4,258,Western,Drama,,,,The Javelina Film Company,EuropaCorp,Ithaca Pictures,,,,
15600000,35696,English,2.244947,21-06-2002,0,01:31,Released,Juwanna Mann,4.2,20,Comedy,Drama,,,,Warner Bros.,Morgan Creek Productions,,,,,
0,16351,English,1.326264,20-05-2002,0,01:55,Released,Ararat,5.7,16,War,Drama,,,,Alliance Atlantis Communications,Serendipity Point Films,Ego Film Arts,,,,
0,38717,English,0.212108,23-01-2001,0,01:39,Released,Madison,5.3,3,Action,Adventure,Drama,,,[],,,,,,
15500000,18777,English,6.630856,12-09-2005,1237615,01:33,Released,Slow Burn,5.5,16,Mystery,Crime,Drama,Thriller,,Sidney Kimmel Entertainment,Greenestreet Films,Longfellow Pictures,Bonnie Timmermann Productions,,,
15300000,2110,French,18.20957,31-10-2001,0,01:34,Released,Wasabi,6.2,283,Drama,Action,Comedy,,,Canal Plus,TF1 Films Productions,Tobis,Destiny,,,
15500000,9035,English,17.327279,31-03-2006,0,01:35,Released,Slither,6.3,317,Comedy,Horror,Science Fiction,,,Universal Pictures,,,,,,
15000000,90,English,29.843818,29-11-1984,316360478,01:45,Released,Beverly Hills Cop,6.8,961,Action,Comedy,Crime,,,Paramount Pictures,Eddie Murphy Productions,,,,,
18000000,771,English,2.186927,09-11-1990,476684675,01:43,Released,Home Alone,7.1,2414,Comedy,Family,,,,Twentieth Century Fox Film Corporation,Hughes Entertainment,,,,,
0,12154,Spanish,12.335827,27-11-1987,0,01:42,Released,Three Men and a Baby,5.8,253,Family,Comedy,Drama,,,Touchstone Pictures,Interscope Communications,,,,,
21000000,9576,English,20.818567,16-12-1982,177200000,01:56,Released,Tootsie,6.9,421,Comedy,Romance,,,,Columbia Pictures Corporation,Mirage Enterprises,Punch Productions,Delphi Films,,,
15000000,744,English,58.900647,16-05-1986,356830601,01:50,Released,Top Gun,6.7,1698,Action,Romance,War,,,Paramount Pictures,,,,,,
17000000,146,Chinese,45.742254,01-10-2000,213525736,02:00,Released,"Crouching Tiger, Hidden Dragon",7.2,927,Adventure,Drama,Action,Romance,,Sony Pictures Classics,China Film Co-Production Corporation,Columbia Pictures Film Production Asia,Good Machine,,,
15000000,14,English,80.878605,15-09-1999,356296601,02:02,Released,American Beauty,7.9,3313,Drama,,,,,DreamWorks SKG,Jinks/Cohen Company,,,,,
15000000,45269,English,54.053576,06-09-2010,414211549,01:58,Released,The King's Speech,7.6,2752,Drama,History,,,,The Weinstein Company,UK Film Council,Bedlam Productions,See-Saw Films,,,
15000000,9493,English,17.638286,09-12-1988,216614388,01:47,Released,Twins,5.7,559,Comedy,,,,,Universal Pictures,,,,,,
15000000,22556,English,3.803495,17-12-2008,317000,01:42,Released,The Yellow Handkerchief,6.4,52,Drama,Romance,,,,area japan,,,,,,
15000000,873,English,17.571533,18-12-1985,146292009,02:34,Released,The Color Purple,7.7,338,Drama,,,,,Amblin Entertainment,The Guber-Peters Company,Warner Bros.,,,,
16000000,33196,Korean,4.628525,06-06-2009,11301649,02:00,Released,Tidal Wave,6.5,48,Action,Adventure,Drama,Thriller,,Polygon Entertainment,CJ Entertainment,Doosabu Film,,,,
14000000,205596,English,145.364591,14-11-2014,233555708,01:53,Released,The Imitation Game,8,5723,History,Drama,Thriller,War,,Black Bear Pictures,Bristol Automotive,,,,,
0,10765,English,12.18838,06-10-1980,0,01:49,Released,Private Benjamin,6,102,Comedy,,,,,Warner Bros.,,,,,,
15000000,16769,English,3.826685,07-03-1980,67182787,02:05,Released,Coal Miner's Daughter,7.2,67,Drama,Music,,,,Universal Pictures,,,,,,
